tags,patterns
repeat_the_question,i do not understand the question can you repeat it
repeat_the_question,can you tell me the question again
repeat_the_question,i could not hear the question
repeat_the_question,please retell the question
repeat_the_question,can you repeat the last question
repeat_the_question,repeat the question
repeat_the_question,i want you to repeat the question once again
repeat_the_question,can you let me know the question once more
repeat_the_question,please reiterate the question
repeat_the_question,last question again
repeat_the_question,previous question again
repeat_the_question,tell me the previous question
repeat_the_question,fetch me the previous question
repeat_the_question,could you repeat the question you said before
repeat_the_question,repeat question please
repeat_the_question,repeat the question once again
repeat_the_question,please reiterate the question once again
repeat_the_question,question once again
repeat_the_question,question once more please
repeat_the_question,i want to know the last question
repeat_the_question,i do not understand the question can you repeat it once more please
repeat_the_question,it would be helpful if you could repeat the question
repeat_the_question,could you help me by repeating the previous question
repeat_the_question,say the question once more
repeat_the_question,please ask the question again
repeat_the_question,i didn't get the question
repeat_the_question,i don't understand the question can you repeat it?
repeat_the_question,could you please rephrase the question?
repeat_the_question,i couldn't hear the question
repeat_the_question,i hope you repeat the question once again
repeat_the_question,tell me your previous question
repeat_the_question,bring the previous question
repeat_the_question,can you repeat the question you asked before?
repeat_the_question,repeat the question once more
repeat_the_question,one more question
repeat_the_question,please ask again
repeat_the_question,i want to know the last question
repeat_the_question,can you help me by repeating the previous question?
repeat_the_question,ask the question again
repeat_the_question,can you repeat all the question
repeat_the_question,can you then repeat the question
repeat_the_question,i donot understand the ethical question can you repeat it
repeat_the_question,i could not hear at the question
repeat_the_question,please repeat the question
repeat_the_question,can you repeat the asking question
repeat_the_question,repeat the answering question
repeat_the_question,i want the you to repeat the question once again
repeat_the_question,can you let me know burning the question once more
repeat_the_question,fetch me the dreaded previous question
repeat_the_question,could remember you repeat the question you said before
repeat_the_question,repeat the asking question once again
repeat_the_question,i did purposely not get the question
repeat_the_question,i do not understand the question can you repeat it once more now please
repeat_the_question,it would be helpful if you explicitly could repeat the question
repeat_the_question,could appreciate you help me by repeating the previous question
repeat_the_question,question asks once more say
repeat_the_question,sorry what was the question
stock_price,what is the current stock price of company
stock_price,what is the current share price of company
stock_price,tell me the current stock value of the company
stock_price,tell me the current share value of the company
stock_price,provide me with stock price of the company
stock_price,provide me with share price of the company
stock_price,fetch me the current stock price of the company
stock_price,fetch me the current share price of the company
stock_price,may i know the stock value of the company
stock_price,may i know the share value of the company
stock_price,give me the share price of the company
stock_price,give me the stock price of the company
stock_price,can you tell me the stock price of the company
stock_price,can you tell me the share price of the company
stock_price,share price of company
stock_price,stock price of company
stock_price,what is the value of one share of the company
stock_price,what is the value of one stock of the company
stock_price,what is the share value of the company
stock_price,what is the stock value of the company
stock_price,i want to know the share price of the company
stock_price,i want to know the stock price of the company
stock_price,what is the stock trading value of the company
stock_price,on how much value is the stock trading today
stock_price,what is the current stock price of the company
stock_price,tell me the stock price
stock_price,tell me the stock price of the company
stock_price,get the current stock price of the company
stock_price,may i know the stock price of the company?
stock_price,can you tell me the stock price of that company?
stock_price,stock price of the company
stock_price,what is the value of 1 share of company stock
stock_price,how much is one share of a company worth
stock_price,what is the stock price of the company
stock_price,what is the company's stock trading value
stock_price,what is the value of the stock trade today
stock_price,what average is the current stock price of company
stock_price,what is the current share rate of company
stock_price,tell me the real share price of the company
stock_price,provide me credit with stock price of the company
stock_price,provide me with share price breakdown of the company
stock_price,fetch me the current share price structure of the company
stock_price,may i know just the stock price of the company
stock_price,may i know the share holding of the company
stock_price,can you reliably tell me the stock price of the company
stock_price,share value of company
stock_price,stock price source of company
stock_price,what is the value calculation of one share of the company
stock_price,what is the value of its stock of the company
stock_price,what is the share distribution value of the company
stock_price,i want to know the share base price of the company
stock_price,i want to know the original stock price of the company
stock_price,what is the stock trading value of issuing the company
resend_otp,send back otp
resend_otp,please resend the otp
resend_otp,can you send me the otp again?
resend_otp,send it back
resend_otp,send one more time
resend_otp,send otp one more time
resend_otp,can you forward the otp back
resend_otp,can you redirect otp back?
resend_otp,otp can you message me back?
resend_otp,send message again
resend_otp,please send the otp by email again
resend_otp,send by email
resend_otp,can you make the otp?
resend_otp,resend in the otp
resend_otp,could you again send the thread otp
resend_otp,can you do the otp again
resend_otp,can you again read me the otp
resend_otp,message me once yet more
resend_otp,mail inbox once more
resend_otp,can you resend the otp?
resend_otp,resend the otp
resend_otp,resend otp please
resend_otp,send the otp again
resend_otp,could you again send the otp
resend_otp,send again
resend_otp,resend it again
resend_otp,send it once more
resend_otp,send the otp one more time
resend_otp,can you forward the otp again
resend_otp,can you redirect the otp again
resend_otp,can you again message me the otp
resend_otp,message me once more
resend_otp,mail the otp once more
resend_otp,remail it
ask_bot_name,what is your name?
ask_bot_name,what shall i call you?
ask_bot_name,what's your name?
ask_bot_name,what do i call you?
ask_bot_name,what's your good name?
ask_bot_name,may i know your name?
ask_bot_name,"what is your name, bot?"
ask_bot_name,can you please tell your name?
ask_bot_name,who are you?
ask_bot_name,may i have your name?
ask_bot_name,how may i address you?
ask_bot_name,i am sorry. what was your name again?
ask_bot_name,what would your name be?
ask_bot_name,what are you named?
ask_bot_name,what do you call yourself?
ask_bot_name,what everyone call you?
ask_bot_name,do you mind if i ask you your name?
ask_bot_name,please tell me your name?
ask_bot_name,i want to know your name?
ask_bot_name,"my name is sahil, what's yours?"
ask_bot_name,what should i call you
ask_bot_name,what do i call you
ask_bot_name,what is your good name?
ask_bot_name,could you please tell me your name?
ask_bot_name,may i ask your name?
ask_bot_name,what should i do?
ask_bot_name,sorry. what was your name again?
ask_bot_name,what do you call you
ask_bot_name,what does everyone call you?
ask_bot_name,can you tell me your name?
ask_bot_name,do you want to know your name?
ask_bot_name,my name is sahil what is your name?
ask_bot_name,what's exactly your name?
ask_bot_name,what do i gotta call you?
ask_bot_name,what's your single good name?
ask_bot_name,can't you please tell your name?
ask_bot_name,may i have your profile name?
ask_bot_name,do you dare mind if i ask you your name?
ask_bot_name,please tell me your household name?
ask_bot_name,i want to somehow know your name?
ask_bot_name,truly yours?
instant_loan,can i get instant loan
instant_loan,i am in a need for an instant loan
instant_loan,how can i get instant loan
instant_loan,i need an urgent loan
instant_loan,i would like to have instant loan
instant_loan,what is the procedure for instant loan
instant_loan,may i get instant loan
instant_loan,i would be in need for instant loan
instant_loan,there is some urgent need i want an instant loan
instant_loan,i want instant loan
instant_loan,instant loan
instant_loan,what is the possibility of getting an instant loan
instant_loan,i shall need an instant loan
instant_loan,how to go about an instant loan
instant_loan,i want an urgent loan
instant_loan,can i get a loan instantly
instant_loan,possbility for an instant loan
instant_loan,it would be helpful to get an instant loan
instant_loan,i am looking for an instant loan
instant_loan,i need an instant loan
instant_loan,instant loan is required
instant_loan,loan is required instantly
instant_loan,get instant loan
instant_loan,need a loan instantly
instant_loan,i am in a need for a loan urgently
instant_loan,can i get a loan right away
instant_loan,i need a loan right away
instant_loan,how to get a loan right away
instant_loan,i want to get a loan right away
instant_loan,what is the instant loan process
instant_loan,can i get a loan right away?
instant_loan,i have an urgent need and want a loan right away
instant_loan,i want a loan immediately
instant_loan,what are the chances of getting a loan right away
instant_loan,i want an emergency loan
instant_loan,instant loan possibility
instant_loan,getting a loan right away will help
instant_loan,i am looking for a loan immediately
instant_loan,get a loan right away
instant_loan,need a loan right away
instant_loan,i urgently need a loan
instant_loan,i am in a need for finding an instant loan
instant_loan,what is the official procedure for instant loan
instant_loan,may i get on instant loan
instant_loan,i would not be in need for instant loan
instant_loan,there is some urgent need i want bank loan
instant_loan,i want some instant loan
instant_loan,instant payment loan
instant_loan,what matters is the possibility of getting an instant loan
instant_loan,i shall need an instant plus loan
instant_loan,i consumers want an urgent loan
instant_loan,can i get over a loan instantly
instant_loan,possbility opting for an instant loan
instant_loan,it would be helpful personally to get an instant loan
instant_loan,i am looking patiently for an instant loan
instant_loan,instant loan is considered required
instant_loan,need a loan immediately instantly
instant_loan,i am in a current need for a loan urgently
security_inspection,will there be a security inspection
security_inspection,are there any security inspections
security_inspection,do you have any security inspections
security_inspection,security inspections
security_inspection,what is the procedure for security inspections
security_inspection,what are the inspections for security
security_inspection,any safety inspections
security_inspection,safety inspections procedure
security_inspection,what are the stages of security procedure
security_inspection,any security inspections
security_inspection,how do you ensure safety 
security_inspection,stringent safety instructions
security_inspection,strict security inspections 
security_inspection,security surveys if any 
security_inspection,how do you try to make it secure survey
security_inspection,security assessments if any 
security_inspection,what are the security inspections
security_inspection,security assessments
security_inspection,what are the exisiting safety inspections
security_inspection,what are the safety assesments
security_inspection,safety assesments let me know
security_inspection,tell me the safety inspections measures
security_inspection,safety inspections let me know
security_inspection,is there a security check
security_inspection,security check
security_inspection,what is the security check procedure
security_inspection,what is a security check
security_inspection,all safety checks
security_inspection,safety check procedure
security_inspection,what are the steps in the security procedure
security_inspection,what steps are taken to ensure security?
security_inspection,all security checks
security_inspection,how do you ensure safety
security_inspection,strict safety guidelines
security_inspection,strict security check
security_inspection,security survey (if any)
security_inspection,how do you strive for safe surveys?
security_inspection,security assessment (if any)
security_inspection,security assessment
security_inspection,what are traditional safety inspections?
security_inspection,what is a safety assessment
security_inspection,safety assessment let me know
security_inspection,please tell me about safety check measures
security_inspection,safety check let me know
security_inspection,will there be a background security inspection
security_inspection,are neither there any security inspections
security_inspection,do you have skipped any security inspections
security_inspection,security audit inspections
security_inspection,what is the relevant procedure for security inspections
security_inspection,what are the inspections available for security
security_inspection,any safety worker inspections
security_inspection,safety inspection inspections procedure
security_inspection,what are the stages of background security procedure
security_inspection,what are the proposed security inspections
security_inspection,security situational assessments
security_inspection,what are behind the exisiting safety inspections
security_inspection,safety under assesments let me know
security_inspection,safety inspections do let me know
why_doc,what docuements do i require?
why_doc,what are the docuements needed?
why_doc,list down the docuements needed
why_doc,tell me the docuements to be submitted
why_doc,do i require to have a payslip ?
why_doc,do i require to submit id proof
why_doc,tell me the docuements that i require.
why_doc,what docuements do you need?
why_doc,do you want to have home mortgage papers?
why_doc,what docuementation do you require?
why_doc,tell me the docuementation needed?
why_doc,what papers do you need?
why_doc,what papers do i require to have?
why_doc,what docuements do i need to submit ?
why_doc,state the docuements needed
why_doc,show me the docuements to be submitted 
why_doc,show me the list of docuements required
why_doc,docuements to be submitted
why_doc,papers to be submitted
why_doc,docuements to be uploaded
why_doc,papers to be uploaded
why_doc,mention the docuements needed 
why_doc,what documents do i need?
why_doc,what documents are required?
why_doc,list the necessary documents
why_doc,please tell me what documents to submit
why_doc,do i need to present id?
why_doc,please let me know what documents you need.
why_doc,do you want mortgage paperwork?
why_doc,what documents do you need?
why_doc,tell me what documents you need?
why_doc,what documents do i need to submit?
why_doc,tell the necessary documents
why_doc,show me the documents to submit
why_doc,show me the list of documents you need
why_doc,documents to be submitted
why_doc,documents to be uploaded
why_doc,mention required documents
why_doc,what docuements do i mean require?
why_doc,tell me the docuements to be formally submitted
why_doc,do i require to submit witness proof
why_doc,tell me the docuements that often i require.
why_doc,do you want to ever have home mortgage papers?
why_doc,what paper certificates do i require to have?
why_doc,what docuements do i need to submit?
why_doc,state of the docuements needed
why_doc,list down the docuements thats needed
why_doc,show with me the docuements to be submitted 
why_doc,show me the list of docuements is required
why_doc,docuements also to be submitted
why_doc,docuements to be instantly uploaded
why_doc,do i need to submit the income certificate?
why_doc,is income certificate required?
why_doc,do i need to submit the payslip?
why_doc,would you require income certificate?
